ID,Actual Answer,Generated Answer
1792,yes,yes
1793,no,yes
1794,yes,yes
1795,yes,yes
1796,yes,yes
1797,yes,yes
1798,yes,yes
1799,no,yes
1800,yes,yes
1801,no,yes
1802,yes,yes
1803,yes,yes
1804,no,no
1805,yes,yes
1806,no,yes
1807,yes,yes
1808,no,yes
1809,no,yes
1810,yes,no
1811,no,yes
1812,yes,no
1813,no,yes
1814,yes,no
1815,no,yes
1816,yes,yes
1817,no,yes
1818,yes,no
1819,no,yes
1820,yes,yes
1821,no,yes
1822,yes,yes
1823,no,yes
1824,yes,yes
1825,no,no
1826,yes,yes
1827,yes,yes
1828,no,yes
1829,yes,yes
1830,no,yes
1831,yes,yes
1832,no,yes
1833,no,yes
1834,yes,yes
1835,no,yes
1836,yes,no
1837,no,yes
1838,yes,yes
1839,no,yes
1840,yes,yes
1841,no,yes
1842,yes,no
1843,no,no
1844,yes,yes
1845,no,yes
1846,yes,yes
1847,yes,yes
1848,no,no
1849,yes,no
1850,no,yes
1851,yes,yes
1852,no,no
1853,yes,yes
1854,no,yes
1855,yes,no
1856,no,yes
1857,yes,yes
1858,no,yes
1859,yes,yes
1860,no,yes
1861,yes,yes
1862,no,yes
1863,yes,no
1864,yes,yes
1865,no,yes
1866,yes,no
1867,no,yes
1868,yes,yes
1869,no,yes
1870,no,yes
1871,yes,yes
1872,yes,yes
1873,no,no
1874,yes,yes
1875,no,yes
1876,yes,yes
1877,no,yes
1878,yes,yes
1879,no,yes
1880,yes,yes
1881,no,no
1882,yes,yes
1883,yes,yes
1884,no,yes
1885,yes,no
1886,no,yes
1887,yes,no
1888,no,no
1889,no,yes
1890,yes,yes
1891,no,yes
1892,yes,yes
1893,no,yes
1894,yes,yes
1895,no,yes
1896,yes,no
1897,no,yes
1898,yes,no
1899,no,yes
1900,yes,yes
1901,no,no
1902,yes,yes
1903,no,no
1904,yes,yes
1905,no,yes
1906,yes,yes
1907,yes,no
1908,no,yes
1909,yes,yes
1910,no,no
1911,no,yes
1912,yes,yes
1913,no,no
1914,yes,no
1915,no,no
1916,yes,yes
1917,yes,no
1918,no,yes
1919,yes,yes
1920,yes,yes
1921,yes,no
1922,yes,yes
1923,yes,yes
1924,yes,yes
1925,yes,yes
1926,no,no
1927,yes,no
1928,yes,no
1929,yes,yes
1930,no,yes
1931,yes,yes
1932,no,yes
1933,yes,yes
1934,no,yes
1935,yes,yes
1936,no,yes
1937,yes,no
1938,yes,yes
1939,no,yes
1940,yes,no
1941,no,yes
1942,yes,yes
1943,no,yes
1944,yes,yes
1945,no,yes
1946,yes,no
1947,no,no
1948,yes,yes
1949,no,yes
1950,yes,yes
1951,no,no
1952,yes,no
1953,no,yes
1954,yes,yes
1955,no,yes
1956,yes,yes
1957,no,yes
1958,yes,no
1959,no,yes
1960,yes,yes
1961,no,yes
1962,yes,yes
1963,no,yes
1964,yes,yes
1965,no,yes
1966,yes,yes
1967,yes,yes
1968,no,yes
1969,yes,yes
1970,no,yes
1971,yes,yes
1972,no,yes
1973,no,yes
1974,yes,yes
1975,no,yes
1976,yes,yes
1977,no,yes
1978,yes,yes
1979,no,no
1980,yes,yes
1981,no,yes
1982,yes,yes
1983,no,yes
1984,yes,yes
1985,no,yes
1986,yes,yes
1987,no,yes
1988,yes,yes
1989,no,yes
1990,yes,yes
1991,yes,yes
1992,no,yes
1993,yes,yes
1994,no,yes
1995,yes,yes
1996,no,yes
1997,no,no
1998,yes,no
1999,no,yes
2000,yes,yes
2001,no,yes
2002,yes,yes
2003,no,yes
2004,yes,no
2005,no,yes
2006,yes,no
2007,no,yes
2008,yes,yes
2009,no,yes
2010,yes,yes
2011,no,yes
2012,yes,yes
2013,no,yes
2014,yes,no
2015,yes,yes
2016,no,yes
2017,yes,yes
2018,no,no
2019,yes,yes
2020,no,yes
2021,yes,yes
2022,no,yes
2023,no,yes
2024,yes,yes
2025,no,no
2026,yes,no
2027,no,yes
2028,yes,yes
2029,no,no
2030,yes,no
2031,no,yes
2032,yes,yes
2033,no,yes
2034,yes,yes
2035,no,yes
2036,yes,yes
2037,no,yes
2038,yes,yes
2039,no,yes
2040,yes,yes
2041,no,yes
2042,yes,yes
2043,no,yes
2044,yes,yes
2045,yes,yes
2046,no,yes
2047,yes,yes
2048,no,yes
2049,yes,yes
2050,no,yes
2051,yes,yes
2052,no,yes
2053,no,yes
2054,yes,no
2055,no,yes
2056,yes,no
2057,no,yes
2058,yes,yes
2059,no,yes
2060,yes,no
2061,no,yes
2062,yes,no
2063,no,no
2064,yes,no
2065,no,yes
2066,yes,no
2067,no,yes
2068,yes,no
2069,no,yes
2070,yes,yes
2071,no,yes
2072,yes,yes
2073,yes,yes
2074,no,no
2075,yes,yes
2076,no,yes
2077,yes,no
2078,yes,yes
2079,yes,yes
2080,yes,yes
2081,yes,yes
2082,yes,no
2083,yes,yes
2084,no,yes
2085,no,no
2086,yes,yes
2087,no,yes
2088,no,yes
2089,no,yes
2090,no,yes
2091,no,yes
2092,no,no
2093,no,yes
2094,no,yes
2095,no,yes
2096,no,yes
2097,yes,yes
2098,no,yes
2099,yes,yes
2100,no,yes
2101,no,yes
2102,yes,yes
2103,no,yes
2104,yes,yes
2105,no,yes
2106,yes,yes
2107,no,yes
2108,yes,yes
2109,no,yes
2110,yes,yes
2111,no,yes
2112,yes,yes
2113,no,yes
2114,yes,yes
2115,no,yes
2116,yes,yes
2117,no,yes
2118,yes,yes
2119,no,yes
2120,yes,yes
2121,no,yes
2122,yes,yes
2123,yes,yes
2124,no,yes
2125,yes,yes
2126,yes,yes
2127,yes,yes
2128,yes,yes
2129,no,yes
2130,no,yes
2131,yes,yes
2132,no,yes
2133,yes,yes
2134,no,yes
2135,yes,yes
2136,no,yes
2137,yes,yes
2138,no,yes
2139,yes,yes
2140,no,yes
2141,yes,yes
2142,no,yes
2143,yes,no
2144,no,no
2145,yes,yes
2146,no,yes
2147,yes,yes
2148,no,yes
2149,yes,yes
2150,no,yes
2151,yes,yes
2152,yes,yes
2153,yes,yes
2154,no,yes
2155,no,yes
2156,yes,yes
2157,yes,yes
2158,yes,no
2159,yes,yes
2160,yes,yes
2161,yes,yes
2162,no,yes
2163,yes,yes
2164,yes,yes
2165,yes,no
2166,yes,yes
2167,yes,yes
2168,yes,yes
2169,yes,no
2170,yes,no
2171,yes,yes
2172,yes,yes
2173,yes,yes
2174,yes,yes
2175,yes,yes
2176,yes,yes
2177,yes,yes
2178,yes,yes
2179,no,yes
2180,yes,yes
2181,no,yes
2182,yes,yes
2183,yes,yes
2184,yes,yes
2185,yes,yes
2186,yes,yes
2187,yes,no
2188,yes,yes
2189,yes,yes
2190,yes,yes
2191,yes,yes
2192,yes,yes
2193,yes,yes
2194,yes,yes
2195,yes,yes
2196,yes,yes
2197,yes,yes
2198,yes,yes
2199,yes,yes
2200,no,yes
2201,yes,yes
2202,yes,no
2203,yes,no
2204,yes,yes
2205,yes,yes
2206,yes,yes
2207,yes,yes
2208,yes,yes
2209,yes,yes
2210,yes,yes
2211,yes,yes
2212,yes,yes
2213,yes,yes
2214,no,yes
2215,yes,yes
2216,no,yes
2217,yes,no
2218,no,no
2219,yes,yes
2220,no,yes
2221,yes,yes
2222,no,yes
2223,yes,yes
2224,no,yes
2225,yes,yes
2226,no,yes
2227,yes,yes
2228,no,yes
2229,yes,yes
2230,no,yes
2231,yes,yes
2232,yes,yes
2233,no,yes
2234,yes,yes
2235,no,no
2236,yes,yes
2237,yes,yes
2238,no,yes
2239,yes,yes
2240,yes,yes
2241,yes,yes
2242,yes,no
2243,yes,yes
2244,yes,no
2245,yes,no
2246,yes,yes
2247,yes,yes
2248,yes,yes
2249,yes,no
2250,yes,yes
2251,yes,yes
2252,yes,yes
2253,yes,yes
2254,yes,yes
2255,no,yes
2256,yes,yes
2257,yes,yes
2258,yes,yes
2259,yes,yes
2260,yes,yes
2261,yes,yes
2262,no,yes
2263,yes,yes
2264,no,yes
2265,yes,yes
2266,no,yes
2267,no,yes
2268,yes,yes
2269,no,yes
2270,yes,yes
2271,no,yes
2272,yes,yes
2273,no,yes
2274,yes,yes
2275,no,yes
2276,yes,yes
2277,no,yes
2278,yes,no
2279,no,yes
2280,yes,no
2281,no,yes
2282,yes,yes
2283,no,yes
2284,yes,no
2285,no,yes
2286,yes,yes
2287,yes,yes
2288,no,yes
2289,yes,yes
2290,no,yes
2291,yes,yes
2292,no,yes
2293,no,yes
2294,yes,yes
2295,no,yes
2296,yes,yes
2297,no,yes
2298,yes,yes
2299,no,yes
2300,yes,yes
2301,no,yes
2302,yes,yes
2303,no,no
2304,yes,yes
2305,no,yes
2306,yes,yes
2307,no,yes
2308,yes,yes
2309,no,yes
2310,yes,yes
2311,no,yes
2312,yes,yes
2313,no,no
2314,yes,yes
2315,yes,yes
2316,no,yes
2317,yes,yes
2318,no,yes
2319,yes,yes
2320,no,yes
2321,yes,no
2322,no,no
2323,no,yes
2324,yes,yes
2325,no,yes
2326,yes,no
2327,no,no
2328,yes,yes
2329,no,yes
2330,yes,yes
2331,no,no
2332,yes,yes
2333,yes,yes
2334,yes,yes
2335,yes,yes
2336,yes,yes
2337,yes,yes
2338,yes,yes
2339,yes,yes
2340,yes,yes
2341,no,yes
2342,yes,yes
2343,no,yes
2344,yes,yes
2345,no,no
2346,yes,yes
2347,no,yes
2348,no,yes
2349,yes,no
2350,no,yes
2351,yes,yes
2352,no,yes
2353,yes,no
2354,no,no
2355,yes,yes
2356,yes,yes
2357,yes,yes
2358,yes,yes
2359,yes,yes
2360,yes,yes
2361,yes,yes
2362,yes,yes
2363,no,yes
2364,no,no
2365,no,yes
2366,no,yes
2367,no,yes
2368,no,yes
2369,yes,yes
2370,no,yes
2371,no,yes
2372,no,yes
2373,yes,yes
2374,no,yes
2375,no,yes
2376,yes,yes
2377,no,yes
2378,yes,no
2379,no,yes
2380,yes,no
2381,no,yes
2382,yes,yes
2383,no,yes
2384,yes,no
2385,no,yes
2386,yes,yes
2387,no,yes
2388,yes,yes
2389,no,yes
2390,yes,yes
2391,yes,no
2392,no,yes
2393,yes,yes
2394,no,yes
2395,yes,yes
2396,no,yes
2397,no,no
2398,yes,yes
2399,no,no
2400,yes,yes
2401,no,yes
2402,yes,no
2403,no,no
2404,yes,yes
2405,no,yes
2406,yes,no
2407,no,no
2408,yes,no
2409,no,yes
2410,yes,no
2411,yes,yes
2412,no,yes
2413,yes,yes
2414,no,yes
2415,yes,yes
2416,no,no
2417,yes,no
2418,no,yes
2419,no,yes
2420,yes,yes
2421,no,yes
2422,yes,no
2423,no,no
2424,yes,yes
2425,no,yes
2426,yes,no
2427,no,yes
2428,yes,yes
2429,no,yes
2430,yes,yes
2431,no,yes
2432,yes,yes
2433,no,yes
2434,yes,no
2435,no,yes
2436,yes,no
2437,no,no
2438,yes,no
2439,no,yes
2440,yes,yes
2441,yes,yes
2442,no,yes
2443,yes,yes
2444,no,yes
2445,yes,no
2446,no,yes
2447,no,yes
2448,yes,no
2449,yes,no
2450,yes,yes
2451,yes,no
2452,yes,yes
2453,yes,no
2454,yes,yes
2455,no,no
2456,yes,no
2457,yes,yes
2458,yes,no
2459,yes,yes
2460,no,yes
2461,no,yes
2462,yes,no
2463,no,yes
2464,yes,yes
2465,no,no
2466,yes,no
2467,no,yes
2468,yes,yes
2469,no,yes
2470,yes,no
2471,no,yes
2472,yes,yes
2473,no,yes
2474,yes,no
2475,no,yes
2476,yes,yes
2477,no,yes
2478,yes,no
2479,yes,yes
2480,no,yes
2481,yes,yes
2482,no,yes
2483,yes,no
2484,no,yes
2485,yes,yes
2486,no,yes
2487,no,yes
2488,yes,no
2489,no,yes
2490,yes,yes
2491,no,yes
2492,yes,no
2493,no,yes
2494,yes,yes
2495,no,yes
2496,yes,yes
2497,no,yes
2498,yes,no
2499,no,no
2500,yes,yes
2501,yes,yes
2502,no,yes
2503,yes,yes
2504,no,yes
2505,yes,yes
2506,no,yes
2507,no,yes
2508,yes,yes
2509,no,yes
2510,yes,no
2511,no,yes
2512,yes,yes
2513,no,yes
2514,yes,yes
2515,no,yes
2516,yes,no
2517,no,yes
2518,yes,no
2519,no,yes
2520,yes,yes
2521,no,yes
2522,yes,no
2523,no,yes
2524,yes,yes
2525,yes,yes
2526,yes,yes
2527,yes,yes
2528,yes,no
2529,yes,no
2530,yes,yes
2531,yes,no
2532,no,yes
2533,yes,no
2534,yes,yes
2535,yes,yes
2536,yes,yes
2537,yes,no
2538,yes,yes
2539,yes,yes
2540,yes,yes
2541,yes,yes
2542,yes,no
2543,yes,yes
2544,yes,yes
2545,yes,yes
2546,yes,yes
2547,no,yes
2548,yes,yes
2549,no,no
2550,yes,yes
2551,no,yes
2552,no,yes
2553,yes,yes
2554,no,yes
2555,yes,yes
2556,no,yes
2557,yes,yes
2558,no,yes
2559,yes,yes
2560,no,yes
2561,yes,no
2562,no,yes
2563,yes,yes
2564,no,yes
2565,yes,yes
2566,no,no
2567,yes,yes
2568,no,yes
2569,yes,yes
2570,no,yes
2571,yes,yes
2572,yes,yes
2573,no,yes
2574,yes,yes
2575,no,no
2576,yes,yes
2577,yes,yes
2578,no,yes
2579,no,yes
2580,yes,yes
2581,no,yes
2582,yes,yes
2583,no,yes
2584,yes,yes
2585,yes,yes
2586,no,yes
2587,yes,yes
2588,no,yes
2589,yes,yes
2590,no,yes
2591,yes,yes
2592,no,yes
2593,yes,yes
2594,no,yes
2595,yes,yes
2596,no,yes
2597,no,yes
2598,yes,yes
2599,no,no
2600,yes,yes
2601,no,yes
2602,yes,no
2603,no,yes
2604,yes,yes
2605,no,yes
2606,yes,yes
2607,no,no
2608,yes,no
2609,no,yes
2610,yes,yes
2611,no,yes
2612,yes,yes
2613,no,yes
2614,yes,yes
2615,no,yes
2616,yes,yes
2617,yes,no
2618,no,yes
2619,yes,yes
2620,no,no
2621,yes,yes
2622,no,yes
2623,no,yes
2624,yes,yes
2625,no,yes
2626,yes,no
2627,no,yes
2628,yes,yes
2629,no,no
2630,yes,yes
2631,no,yes
2632,yes,yes
2633,no,yes
2634,yes,no
2635,no,yes
2636,yes,yes
2637,no,yes
2638,yes,no
2639,no,no
2640,no,yes
2641,yes,yes
2642,yes,no
2643,no,no
2644,yes,no
2645,no,yes
2646,yes,yes
2647,no,yes
2648,no,yes
2649,yes,yes
2650,no,yes
2651,yes,yes
2652,no,no
2653,yes,yes
2654,no,yes
2655,yes,yes
2656,no,no
2657,yes,no
2658,no,no
2659,yes,yes
2660,no,yes
2661,yes,no
2662,no,yes
2663,yes,yes
2664,no,yes
2665,yes,no
2666,yes,yes
2667,no,no
2668,yes,yes
2669,no,yes
2670,yes,yes
2671,no,yes
2672,yes,yes
2673,no,yes
2674,no,yes
2675,yes,no
2676,no,yes
2677,yes,yes
2678,no,no
2679,yes,no
2680,no,yes
2681,yes,yes
2682,no,no
2683,yes,yes
2684,no,yes
2685,yes,yes
2686,yes,yes
2687,no,yes
2688,yes,yes
2689,no,yes
2690,yes,yes
2691,no,yes
2692,no,yes
2693,yes,yes
2694,no,yes
2695,yes,yes
2696,no,yes
2697,yes,yes
2698,no,yes
2699,yes,yes
2700,no,yes
2701,yes,yes
2702,no,yes
2703,yes,yes
2704,no,yes
2705,yes,yes
2706,yes,yes
2707,no,yes
2708,yes,yes
2709,no,yes
2710,yes,yes
2711,no,yes
2712,no,yes
2713,yes,yes
2714,no,yes
2715,yes,yes
2716,no,yes
2717,yes,yes
2718,yes,yes
2719,no,yes
2720,yes,yes
2721,no,no
2722,yes,yes
2723,no,yes
2724,yes,yes
2725,no,yes
2726,no,yes
2727,yes,yes
2728,no,yes
2729,yes,yes
2730,no,yes
2731,yes,no
2732,no,yes
2733,yes,no
2734,no,yes
2735,yes,no
2736,no,yes
2737,yes,no
2738,no,no
2739,yes,yes
2740,yes,yes
2741,no,yes
2742,yes,yes
2743,no,yes
2744,yes,no
2745,no,yes
2746,yes,yes
2747,no,yes
2748,yes,no
2749,no,no
2750,yes,yes
2751,no,yes
2752,yes,yes
2753,no,yes
2754,yes,yes
2755,yes,yes
2756,no,yes
2757,yes,yes
2758,no,yes
2759,yes,yes
2760,no,yes
2761,no,yes
2762,yes,yes
2763,no,yes
2764,yes,yes
2765,no,yes
2766,yes,yes
2767,no,yes
2768,yes,yes
2769,no,no
2770,yes,no
2771,no,no
2772,yes,yes
2773,no,yes
2774,yes,yes
2775,no,yes
2776,yes,yes
2777,no,yes
2778,yes,yes
2779,yes,yes
2780,no,yes
2781,yes,yes
2782,no,yes
2783,yes,no
2784,no,yes
2785,no,yes
2786,yes,yes
2787,no,yes
2788,yes,yes
2789,no,yes
2790,yes,yes
2791,no,yes
2792,yes,yes
2793,no,yes
2794,yes,yes
2795,no,yes
2796,yes,yes
2797,no,yes
2798,yes,yes
2799,yes,no
2800,yes,no
2801,yes,yes
2802,yes,yes
2803,yes,yes
2804,yes,yes
2805,yes,yes
2806,no,yes
2807,no,yes
2808,yes,no
2809,no,yes
2810,yes,yes
2811,no,yes
2812,yes,yes
2813,no,yes
2814,yes,yes
2815,no,yes
2816,yes,yes
2817,no,yes
2818,yes,yes
2819,no,yes
2820,yes,no
2821,no,no
2822,yes,yes
2823,no,yes
2824,yes,yes
2825,yes,yes
2826,yes,no
2827,no,yes
2828,yes,yes
2829,no,yes
2830,yes,no
2831,no,no
2832,no,yes
2833,yes,yes
2834,no,yes
2835,yes,no
2836,no,no
2837,yes,no
2838,no,yes
2839,yes,no
2840,no,yes
2841,yes,no
2842,no,yes
2843,yes,no
2844,no,yes
2845,yes,yes
2846,no,yes
2847,yes,no
2848,no,yes
2849,yes,yes
2850,yes,yes
2851,no,yes
2852,yes,no
2853,no,yes
2854,yes,no
2855,yes,no
2856,no,yes
2857,yes,yes
2858,yes,no
2859,yes,yes
2860,yes,yes
2861,yes,yes
2862,yes,yes
2863,no,yes
2864,yes,yes
2865,no,yes
2866,yes,yes
2867,no,yes
2868,no,yes
2869,yes,yes
2870,no,yes
2871,yes,yes
2872,no,yes
2873,yes,yes
2874,no,yes
2875,yes,yes
2876,no,yes
2877,yes,yes
2878,no,yes
2879,yes,yes
2880,no,yes
2881,yes,yes
2882,no,yes
2883,yes,yes
2884,no,yes
2885,yes,yes
2886,no,yes
2887,yes,yes
2888,no,no
2889,yes,yes
2890,no,yes
2891,no,yes
2892,yes,no
2893,no,yes
2894,yes,yes
2895,no,yes
2896,yes,yes
2897,no,yes
2898,yes,yes
2899,no,yes
2900,yes,yes
2901,no,yes
2902,yes,yes
2903,no,yes
2904,yes,yes
2905,yes,yes
2906,no,yes
2907,yes,yes
2908,yes,yes
2909,no,yes
2910,yes,yes
2911,yes,yes
2912,yes,yes
2913,no,yes
2914,yes,no
2915,no,yes
2916,yes,yes
2917,no,yes
2918,yes,no
2919,no,yes
2920,yes,yes
2921,no,yes
2922,yes,yes
2923,no,yes
2924,yes,yes
2925,no,yes
2926,yes,yes
2927,yes,yes
2928,no,yes
2929,yes,yes
2930,no,yes
2931,yes,yes
2932,no,yes
2933,no,yes
2934,yes,yes
2935,no,yes
2936,yes,yes
2937,no,yes
2938,yes,no
2939,no,yes
2940,yes,yes
2941,no,yes
2942,yes,yes
2943,no,yes
2944,yes,yes
2945,no,yes
2946,yes,yes
2947,no,yes
2948,yes,yes
2949,no,yes
2950,yes,yes
2951,yes,yes
2952,no,yes
2953,yes,yes
2954,no,yes
2955,yes,yes
2956,no,yes
2957,no,yes
2958,yes,yes
2959,no,yes
2960,yes,yes
2961,no,yes
2962,yes,yes
2963,no,yes
2964,yes,yes
2965,no,yes
2966,yes,yes
2967,no,yes
2968,yes,yes
2969,no,yes
2970,yes,no
2971,no,yes
2972,yes,yes
2973,no,no
2974,yes,yes
2975,yes,no
2976,no,no
2977,yes,yes
2978,no,no
2979,no,yes
2980,yes,no
2981,no,no
2982,yes,yes
2983,no,yes
2984,yes,yes
2985,no,yes
2986,yes,yes
2987,yes,yes
2988,no,no
2989,yes,no
2990,no,yes
2991,yes,yes
2992,no,no
2993,no,yes
2994,yes,no
2995,no,yes
2996,yes,yes
2997,no,yes
2998,yes,yes
2999,no,yes
3000,yes,yes
3001,yes,yes
3002,no,yes
3003,yes,yes
3004,no,yes
3005,yes,yes
3006,no,yes
3007,yes,yes
3008,no,yes
3009,yes,yes
3010,no,yes
3011,yes,yes
3012,yes,yes
3013,no,yes
3014,yes,yes
3015,no,yes
3016,no,yes
3017,yes,yes
3018,no,yes
3019,yes,yes
3020,no,yes
3021,yes,yes
3022,no,yes
3023,yes,yes
3024,no,yes
3025,yes,yes
3026,no,yes
3027,yes,yes
3028,no,yes
3029,yes,yes
3030,yes,yes
3031,no,yes
3032,yes,yes
3033,no,yes
3034,yes,yes
3035,no,yes
3036,no,yes
3037,yes,yes
3038,no,no
3039,yes,yes
3040,no,yes
3041,yes,yes
3042,yes,no
3043,no,yes
3044,yes,yes
3045,no,yes
3046,yes,yes
3047,no,yes
3048,no,yes
3049,no,no
3050,no,yes
3051,no,no
3052,no,no
3053,no,yes
3054,no,yes
3055,no,yes
3056,no,yes
3057,no,yes
3058,no,no
3059,no,no
3060,yes,yes
3061,yes,yes
3062,no,yes
3063,yes,no
3064,no,no
3065,no,yes
3066,yes,yes
3067,no,yes
3068,yes,yes
3069,no,yes
3070,yes,yes
3071,no,yes
3072,yes,yes
3073,no,yes
3074,yes,yes
3075,no,yes
3076,yes,yes
3077,no,yes
3078,yes,no
3079,no,yes
3080,yes,yes
3081,yes,yes
3082,no,yes
3083,yes,yes
3084,no,yes
3085,yes,yes
3086,no,yes
3087,no,yes
3088,yes,yes
3089,no,yes
3090,yes,yes
3091,no,no
3092,yes,yes
3093,no,yes
3094,yes,yes
3095,yes,yes
3096,no,yes
3097,yes,yes
3098,no,yes
3099,yes,no
3100,no,no
3101,no,yes
3102,yes,yes
3103,no,no
3104,yes,no
3105,no,yes
3106,yes,no
3107,no,yes
3108,yes,yes
3109,no,yes
3110,yes,yes
3111,no,yes
3112,yes,yes
3113,no,yes
3114,yes,yes
3115,yes,yes
3116,yes,yes
3117,yes,yes
3118,yes,yes
3119,yes,yes
3120,no,yes
3121,no,yes
3122,yes,yes
3123,no,yes
3124,yes,yes
3125,no,yes
3126,yes,yes
3127,no,yes
3128,yes,yes
3129,no,yes
3130,yes,yes
3131,no,yes
3132,yes,yes
3133,no,yes
3134,yes,yes
3135,no,yes
3136,yes,yes
3137,yes,yes
3138,yes,yes
3139,no,yes
3140,yes,no
3141,no,yes
3142,yes,yes
3143,no,yes
3144,no,yes
3145,yes,yes
3146,no,yes
3147,yes,yes
3148,no,yes
3149,yes,yes
3150,no,yes
3151,yes,yes
3152,no,yes
3153,yes,yes
3154,no,yes
3155,yes,yes
3156,yes,no
3157,yes,yes
3158,yes,yes
3159,yes,yes
3160,yes,no
3161,yes,no
3162,yes,yes
3163,no,yes
3164,yes,no
3165,yes,yes
3166,yes,yes
3167,yes,yes
3168,yes,yes
3169,yes,yes
3170,yes,no
3171,yes,yes
3172,yes,yes
3173,no,no
3174,yes,yes
3175,no,yes
3176,yes,no
3177,no,no
3178,yes,yes
3179,yes,yes
3180,no,yes
3181,yes,yes
3182,yes,yes
3183,no,yes
3184,yes,yes
3185,no,yes
3186,yes,yes
3187,no,yes
3188,no,yes
3189,yes,yes
3190,no,yes
3191,yes,yes
3192,no,yes
3193,no,yes
3194,yes,yes
3195,no,yes
3196,yes,yes
3197,no,yes
3198,no,yes
3199,yes,yes
3200,yes,yes
3201,no,yes
3202,yes,yes
3203,no,yes
3204,yes,yes
3205,yes,yes
3206,no,tricep
3207,yes,yes
3208,no,yes
3209,yes,no
3210,no,yes
3211,no,no
3212,yes,yes
3213,no,yes
3214,yes,yes
3215,no,yes
3216,yes,yes
3217,no,yes
3218,yes,yes
3219,no,yes
3220,yes,yes
3221,no,yes
3222,yes,yes
3223,no,yes
3224,yes,yes
3225,no,yes
3226,yes,yes
3227,yes,yes
3228,no,yes
3229,yes,yes
3230,no,yes
3231,yes,yes
3232,no,yes
3233,no,no
3234,yes,no
3235,no,yes
3236,yes,yes
3237,no,yes
3238,yes,yes
3239,yes,yes
3240,yes,yes
3241,yes,yes
3242,no,yes
3243,yes,yes
3244,yes,yes
3245,no,no
3246,yes,yes
3247,no,yes
3248,no,yes
3249,yes,yes
3250,yes,yes
3251,no,yes
3252,yes,yes
3253,no,yes
3254,yes,yes
3255,no,yes
3256,no,yes
3257,yes,yes
3258,no,yes
3259,yes,yes
3260,no,no
3261,yes,yes
3262,no,yes
3263,yes,scraggly
3264,no,yes
3265,yes,yes
3266,yes,yes
3267,no,yes
3268,yes,yes
3269,no,yes
3270,yes,yes
3271,no,yes
3272,yes,yes
3273,yes,yes
3274,no,yes
3275,yes,no
3276,no,yes
3277,yes,yes
3278,no,yes
3279,no,yes
3280,yes,yes
3281,no,yes
3282,yes,yes
3283,no,yes
3284,yes,yes
3285,no,yes
3286,yes,yes
3287,no,yes
3288,yes,yes
3289,no,yes
3290,yes,i don't know
3291,no,yes
3292,yes,yes
3293,no,yes
3294,yes,yes
3295,yes,yes
3296,no,yes
3297,yes,yes
3298,no,yes
3299,yes,yes
3300,no,yes
3301,no,yes
3302,no,yes
3303,yes,no
3304,no,yes
3305,yes,no
3306,no,no
3307,yes,yes
3308,no,yes
3309,yes,yes
3310,no,yes
3311,yes,yes
3312,no,yes
3313,yes,yes
3314,no,yes
3315,yes,yes
3316,no,no
3317,yes,yes
3318,no,yes
3319,yes,yes
3320,yes,yes
3321,no,yes
3322,yes,no
3323,no,no
3324,yes,no
3325,no,yes
3326,no,no
3327,yes,yes
3328,no,yes
3329,yes,yes
3330,no,yes
3331,yes,yes
3332,no,yes
3333,yes,yes
3334,no,yes
3335,yes,yes
3336,no,pro tec
3337,yes,yes
3338,no,yes
3339,yes,yes
3340,yes,yes
3341,no,yes
3342,yes,yes
3343,no,yes
3344,no,yes
3345,yes,yes
3346,no,yes
3347,yes,yes
3348,no,yes
3349,yes,yes
3350,no,yes
3351,yes,yes
3352,no,yes
3353,yes,yes
3354,no,yes
3355,yes,yes
3356,no,yes
3357,yes,yes
3358,no,yes
3359,yes,yes
3360,no,yes
3361,yes,yes
